94000;218264;
84400;161600;
71600;134400;
71600;123200;
71600;123200;
60400;111200;
60400;100800;
60400;100800;
60400;100800;
60400;100800;
60400;100800;
50000;90000;
50000;80000;
50000;80000;
50000;80000;
50000;80000;
50000;80000;
50000;80000;
50000;80000;
50000;80000;
50000;80000;
50000;80000;
50000;80000;
40000;69993;
40000;69785;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
40000;60000;
30000;49994;
30000;49889;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
30000;40000;
