19731;29731;
19678;29678;
19579;29553;
19625;29564;
19433;29413;
19337;29298;
19414;29285;
19028;28936;
19120;29119;
18610;28591;
18380;28213;
18698;28471;
18520;28476;
18538;28188;
18264;28117;
18573;28465;
18472;28286;
18581;28377;
17604;27302;
17763;27260;
18073;27668;
17893;27572;
17769;27428;
17420;27009;
17256;26853;
17110;26618;
16859;26296;
17262;26844;
16650;25933;
16769;26229;
16490;26125;
16013;25432;
15946;25536;
15926;25474;
15354;24948;
15450;25151;
15030;24762;
14803;24396;
15154;24918;
14713;24194;
14272;23867;
14539;23995;
13902;23483;
13807;23285;
13750;23402;
13465;22842;
13114;22546;
12977;22748;
12947;22589;
12985;22598;
12330;21772;
12535;21914;
12422;21941;
11909;21364;
11785;21269;
11697;21147;
11502;20989;
10911;20159;
10927;20450;
10555;20185;
10278;19851;
10427;19872;
9877;19388;
10101;19593;
9525;18663;
9375;18888;
9233;18812;
8865;18286;
8942;18145;
8529;17835;
8128;17637;
8191;17551;
7569;17035;
8037;17586;
7580;17036;
7138;16629;
7185;16665;
7095;16642;
6116;15739;
6689;16116;
6110;15624;
5593;14991;
5261;14834;
5302;14872;
5023;14644;
4745;14349;
4308;13907;
4151;13799;
3704;13390;
3495;13284;
3269;12997;
3294;13108;
2851;12660;
2286;12149;
2556;12457;
1820;11695;
1472;11380;
225;10200;
