19820;29820;
19750;29700;
19690;29690;
19436;29436;
19717;29717;
19510;29497;
19284;29168;
19504;29480;
19206;29078;
18817;28617;
18811;28579;
18805;28565;
19097;28884;
19064;28864;
18372;27844;
19146;28933;
18319;27522;
18404;27900;
17880;27436;
17932;27556;
18243;27524;
17490;27154;
17620;27020;
17026;26308;
17692;26828;
17106;26300;
17309;26703;
17522;26596;
17169;26269;
16358;25406;
16532;25388;
17062;25862;
16026;25210;
16552;25388;
16192;24961;
15896;24620;
15940;24624;
16200;24452;
15568;24640;
14847;23626;
15524;24455;
15769;24107;
14959;23306;
14748;23007;
15248;23962;
13962;22500;
14400;22873;
13846;21988;
13140;21880;
14176;22292;
14329;22200;
13991;22382;
12404;20902;
12506;21155;
12325;20850;
12342;20784;
12648;20486;
12016;20316;
11565;20265;
11440;19620;
12156;20280;
10281;18658;
10154;18618;
10441;18465;
10630;18873;
10062;18162;
10300;18600;
9781;17915;
9565;18025;
9160;17240;
8900;17142;
8842;17000;
9092;17600;
8233;16399;
8880;17163;
7880;16414;
7490;16113;
7040;15540;
6604;15080;
6184;14868;
6312;14910;
6172;14892;
5700;14770;
5680;14380;
4685;13751;
4200;13200;
3748;12648;
3298;12656;
3913;13131;
2715;11915;
2652;11942;
2720;12120;
2114;11514;
1800;11300;
1221;10848;
1300;11000;
900;10700;
444;10344;
