19825;29823;
19722;29704;
19513;29455;
19570;29477;
19196;29111;
18946;28909;
19142;29020;
18870;28675;
18607;28443;
18292;28149;
18203;28011;
18259;28102;
18020;27863;
17641;27544;
17816;27553;
17170;26961;
17308;27112;
17092;26905;
16782;26618;
16792;26558;
16338;26136;
16250;26064;
16341;26114;
15594;25318;
15379;25150;
15346;25116;
15084;24831;
15091;24877;
14683;24470;
14807;24619;
14534;24246;
13988;23654;
13642;23403;
13511;23288;
13971;23774;
13181;22967;
13091;22914;
13217;22984;
12723;22481;
12513;22229;
12491;22261;
12236;22039;
11350;21123;
11398;21146;
11674;21405;
11240;20993;
10982;20700;
10859;20604;
10688;20460;
10522;20293;
10227;19993;
10108;19865;
9901;19704;
9538;19343;
9623;19419;
9292;19081;
8948;18714;
8875;18677;
8541;18300;
8266;18024;
8124;17873;
7782;17561;
8027;17760;
7483;17252;
7480;17246;
7411;17156;
6889;16662;
6736;16516;
6784;16569;
6389;16159;
6174;15962;
5806;15567;
5815;15571;
5492;15260;
5425;15191;
5093;14882;
4674;14461;
4398;14180;
4340;14092;
4444;14232;
4217;13944;
3950;13740;
3513;13302;
3400;13203;
3106;12915;
3007;12798;
2794;12572;
2576;12362;
2307;12104;
2128;11921;
1767;11579;
1625;11455;
1414;11233;
1131;10968;
849;10711;
597;10478;
348;10277;
