10000;109932;
10000;109999;
10000;109998;
10000;109989;
10000;109947;
9823;108217;
9971;109257;
9988;109361;
9933;108634;
9647;106251;
9812;107338;
9651;105963;
9653;105538;
9113;101071;
9574;104656;
9452;103245;
9388;102527;
9256;101417;
9193;100481;
9062;99519;
9070;99002;
8863;97398;
8885;97203;
8816;96488;
8686;95165;
8624;94457;
8560;93741;
8435;92529;
8330;91475;
7771;87418;
8111;89075;
8075;88665;
7986;87515;
7828;86327;
7767;85278;
7733;84972;
7523;83155;
7386;81849;
7400;81517;
7264;80379;
7177;79390;
7104;78412;
6952;76993;
6873;76068;
6797;75321;
6591;73635;
6590;73146;
6500;72291;
6349;70731;
6271;69879;
6190;68903;
6063;67764;
5962;66637;
5865;65601;
5737;64544;
5659;63549;
5575;62604;
5410;61017;
5369;60435;
5260;59271;
5110;58011;
4699;55419;
4975;56016;
4806;54609;
4736;53671;
4612;52528;
4490;51450;
4395;50176;
4324;49213;
4154;47924;
4067;46752;
3983;45737;
3873;44536;
3761;43370;
3687;42257;
3517;40912;
3436;39741;
3358;38674;
3212;37383;
3111;36147;
3021;35013;
2892;33629;
2775;32468;
2671;31152;
2529;29682;
2427;28449;
2335;27285;
2183;25733;
2052;24362;
1939;23008;
1785;21535;
1643;20086;
1527;18590;
1365;17010;
1184;15315;
975;13709;
730;11981;
